account number,name,sku,category,quantity,unit price,ext price,Tax rate,Tax amount,date
555594,"Ernser, Cruickshank and Lind",LW-86841,Shoes,4,93.9,375.6,0.011,4.1316,2013-11-16 08:42:24
995267,Cole-Eichmann,LW-86841,Shoes,15,17.68,265.2,0.003,0.7956,2013-11-04 20:12:32
850140,Kunze Inc,FK-71853,Shirt,11,85.24,937.64,0.011,10.31404,2014-07-15 19:12:33
995267,Cole-Eichmann,QN-82852,Belt,2,53.38,106.76,0.011,1.17436,2014-09-12 09:29:52
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,12,39.64,475.68,0.011,5.23248,2014-10-15 01:53:52
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,6,83.6,501.6,0.075,37.62,2013-11-27 21:04:11
304860,Huel-Haag,FK-71853,Shirt,8,74.64,597.12,0.075,44.784,2014-03-06 03:36:31
299771,"Kuphal, Zieme and Kub",AS-93055,Shirt,18,13.67,246.06,0.075,18.4545,2014-05-11 20:21:19
850140,Kunze Inc,LL-46261,Shoes,11,72.69,799.59,0.075,59.96925,2013-10-23 15:54:16
750461,"Volkman, Goyette and Lemke",WJ-02096,Belt,7,23.04,161.28,0.075,12.096,2014-09-01 01:15:01
676847,Hamill-Hackett,AS-93055,Shirt,3,50.86,152.58,0.07,10.6806,2014-10-04 23:43:05
676847,Hamill-Hackett,MJ-21460,Shoes,6,17.46,104.76,0.07,7.3332,2014-05-22 06:36:25
93356,Waters-Walker,QN-82852,Belt,11,44.93,494.23,0.07,34.5961,2014-06-19 04:21:18
850140,Kunze Inc,LW-86841,Shoes,18,44.87,807.66,0.015,12.1149,2014-07-12 18:59:33
750461,"Volkman, Goyette and Lemke",WJ-02096,Belt,6,54.49,326.94,0.015,4.9041,2014-04-14 11:01:03
995267,Cole-Eichmann,VG-32047,Shirt,9,41.58,374.22,0.015,5.6133,2014-06-21 21:58:56
850140,Kunze Inc,LL-46261,Shoes,8,80.6,644.8,0.015,9.672,2013-12-05 20:18:00
524021,Hegmann and Sons,MJ-21460,Shoes,19,67.55,1283.45,0.015,19.25175,2014-06-21 20:12:03
305803,"Davis, Kshlerin and Reilly",WJ-02096,Belt,5,16.32,81.6,0.015,1.224,2013-11-17 08:52:44
299771,"Kuphal, Zieme and Kub",VG-32047,Shirt,15,21.39,320.85,0.015,4.81275,2013-12-07 12:59:30
995267,Cole-Eichmann,QN-82852,Belt,19,99.9,1898.1,0.015,28.4715,2014-04-23 22:30:58
758133,"Kihn, McClure and Denesik",AS-93055,Shirt,7,48.05,336.35,0.015,5.04525,2014-02-04 09:34:00
758133,"Kihn, McClure and Denesik",QN-82852,Belt,18,94.04,1692.72,0.015,25.3908,2014-07-25 18:30:19
555594,"Ernser, Cruickshank and Lind",AS-93055,Shirt,15,94,1410,0.015,21.15,2014-07-22 11:45:36
201259,Koelpin PLC,GS-86623,Shoes,5,26.55,132.75,0.015,1.99125,2013-11-22 05:59:05
563905,"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,5,64.85,324.25,0.015,4.86375,2014-05-13 16:03:58
734922,Berge LLC,QN-82852,Belt,5,16.73,83.65,0.015,1.25475,2014-03-01 13:41:40
555594,"Ernser, Cruickshank and Lind",LL-46261,Shoes,7,46.6,326.2,0.015,4.893,2014-09-06 15:20:19
98022,Heidenreich-Bosco,QN-82852,Belt,6,48.13,288.78,0.015,4.3317,2013-11-04 03:41:41
296809,Carroll PLC,FK-71853,Shirt,3,55.6,166.8,0.015,2.502,2013-11-27 18:35:28
296809,Carroll PLC,LL-46261,Shoes,19,78.56,1492.64,0.015,22.3896,2014-07-19 20:45:37
201259,Koelpin PLC,QN-82852,Belt,5,25.46,127.3,0.07,8.911,2013-10-23 07:39:47
563905,"Kerluke, Reilly and Bechtelar",WJ-02096,Belt,9,43.28,389.52,0.07,27.2664,2014-08-24 22:30:54
563905,"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,15,41.15,617.25,0.07,43.2075,2014-02-12 05:07:04
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,19,39.29,746.51,0.07,52.2557,2014-03-21 14:27:33
758133,"Kihn, McClure and Denesik",QN-82852,Belt,9,46.44,417.96,0.075,31.347,2014-07-02 06:59:14
659366,Waelchi-Fahey,QN-82852,Belt,1,95.03,95.03,0.075,7.12725,2014-03-31 10:31:43
98022,Heidenreich-Bosco,FK-71853,Shirt,16,82.77,1324.32,0.075,99.324,2014-07-21 08:11:22
676847,Hamill-Hackett,LL-46261,Shoes,6,72.06,432.36,0.07,30.2652,2014-08-10 14:34:54
659366,Waelchi-Fahey,MJ-21460,Shoes,5,43.64,218.2,0.07,15.274,2014-01-30 19:04:33
299771,"Kuphal, Zieme and Kub",LW-86841,Shoes,2,76.42,152.84,0.07,10.6988,2014-09-09 14:28:18
659366,Waelchi-Fahey,VG-32047,Shirt,11,25.74,283.14,0.015,4.2471,2014-02-06 22:09:58
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,2,40.68,81.36,0.015,1.2204,2014-06-20 03:39:40
659366,Waelchi-Fahey,WJ-02096,Belt,4,12.66,50.64,0.015,0.7596,2014-06-01 03:07:50
929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,3,21.25,63.75,0.011,0.70125,2014-03-08 05:49:21
758133,"Kihn, McClure and Denesik",FK-71853,Shirt,16,96.47,1543.52,0.003,4.63056,2014-03-17 15:44:50
750461,"Volkman, Goyette and Lemke",GS-86623,Shoes,9,34.83,313.47,0.011,3.44817,2014-01-28 15:52:04
524021,Hegmann and Sons,KV-99194,Shirt,1,24.9,24.9,0.011,0.2739,2014-07-05 14:02:45
929400,"Senger, Upton and Breitenberg",KV-99194,Shirt,11,19.26,211.86,0.011,2.33046,2013-12-01 21:23:11
555594,"Ernser, Cruickshank and Lind",VG-32047,Shirt,7,84.46,591.22,0.011,6.50342,2013-11-15 23:56:38
850140,Kunze Inc,LW-86841,Shoes,14,62.03,868.42,0.003,2.60526,2014-03-29 03:29:59
299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,3,79,237,0.011,2.607,2013-11-26 08:15:06
711951,Kilback-Gerlach,KV-99194,Shirt,12,31.44,377.28,0.011,4.15008,2013-12-15 21:44:27
524021,Hegmann and Sons,WJ-02096,Belt,2,73.96,147.92,0.011,1.62712,2013-12-08 04:33:54
115138,Gorczany-Hahn,QN-82852,Belt,18,18.41,331.38,0.003,0.99414,2014-05-07 04:59:51
555594,"Ernser, Cruickshank and Lind",QN-82852,Belt,18,39.11,703.98,0.011,7.74378,2014-01-19 06:06:01
115138,Gorczany-Hahn,FK-71853,Shirt,5,94.62,473.1,0.011,5.2041,2014-02-14 22:33:04
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,7,50.85,355.95,0.011,3.91545,2014-07-25 14:33:33
115138,Gorczany-Hahn,AS-93055,Shirt,7,45.14,315.98,0.003,0.94794,2014-04-13 09:02:34
296809,Carroll PLC,FK-71853,Shirt,6,15.69,94.14,0.011,1.03554,2014-05-09 02:08:03
98022,Heidenreich-Bosco,QN-82852,Belt,10,76.76,767.6,0.011,8.4436,2013-12-08 18:53:38
850140,Kunze Inc,LW-86841,Shoes,20,53.03,1060.6,0.011,11.6666,2014-08-20 20:57:38
304860,Huel-Haag,GS-86623,Shoes,2,78.64,157.28,0.075,11.796,2014-04-24 06:13:24
93356,Waters-Walker,QN-82852,Belt,19,72.11,1370.09,0.075,102.75675,2014-02-22 07:22:10
563905,"Kerluke, Reilly and Bechtelar",GS-86623,Shoes,16,33.21,531.36,0.075,39.852,2014-09-05 17:43:19
850140,Kunze Inc,AS-93055,Shirt,8,59.23,473.84,0.075,35.538,2014-04-15 02:11:56
93356,Waters-Walker,LL-46261,Shoes,13,81.45,1058.85,0.075,79.41375,2013-11-02 14:31:09
115138,Gorczany-Hahn,AS-93055,Shirt,3,61.04,183.12,0.07,12.8184,2014-05-26 22:06:38
850140,Kunze Inc,AS-93055,Shirt,2,39.31,78.62,0.07,5.5034,2014-03-05 15:04:43
524021,Hegmann and Sons,FK-71853,Shirt,7,60.29,422.03,0.07,29.5421,2014-08-15 15:41:54
299771,"Kuphal, Zieme and Kub",MJ-21460,Shoes,14,46.43,650.02,0.015,9.7503,2014-05-17 10:02:32
750461,"Volkman, Goyette and Lemke",WJ-02096,Belt,15,15.12,226.8,0.015,3.402,2014-03-16 15:37:39
296809,Carroll PLC,LL-46261,Shoes,8,51.47,411.76,0.015,6.1764,2014-01-09 11:37:20
734922,Berge LLC,MJ-21460,Shoes,15,91.88,1378.2,0.015,20.673,2013-12-10 12:02:09
296809,Carroll PLC,VG-32047,Shirt,16,82.36,1317.76,0.015,19.7664,2014-03-24 12:29:30
98022,Heidenreich-Bosco,LL-46261,Shoes,8,84.24,673.92,0.015,10.1088,2014-04-18 19:19:35
659366,Waelchi-Fahey,GS-86623,Shoes,10,88.36,883.6,0.015,13.254,2014-08-24 23:09:27
676847,Hamill-Hackett,LW-86841,Shoes,10,47.2,472,0.015,7.08,2014-05-05 18:51:45
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,20,51.16,1023.2,0.015,15.348,2013-10-31 15:48:14
304860,Huel-Haag,KV-99194,Shirt,3,55.75,167.25,0.015,2.50875,2013-11-22 04:34:56
201259,Koelpin PLC,MJ-21460,Shoes,13,81.58,1060.54,0.015,15.9081,2014-02-10 01:33:21
758133,"Kihn, McClure and Denesik",VG-32047,Shirt,1,13.47,13.47,0.015,0.20205,2014-08-07 04:18:29
676847,Hamill-Hackett,VG-32047,Shirt,11,23.33,256.63,0.015,3.84945,2013-12-29 02:31:41
98022,Heidenreich-Bosco,WJ-02096,Belt,12,84.23,1010.76,0.015,15.1614,2014-01-28 00:34:31
659366,Waelchi-Fahey,LL-46261,Shoes,17,98.86,1680.62,0.015,25.2093,2014-05-10 02:37:09
850140,Kunze Inc,KV-99194,Shirt,5,12.07,60.35,0.015,0.90525,2013-10-24 08:39:48
676847,Hamill-Hackett,AS-93055,Shirt,8,87.5,700,0.015,10.5,2014-01-26 12:58:22
659366,Waelchi-Fahey,VG-32047,Shirt,8,63.37,506.96,0.015,7.6044,2014-05-02 01:13:09
524021,Hegmann and Sons,FK-71853,Shirt,9,87.07,783.63,0.07,54.8541,2014-09-10 21:37:02
98022,Heidenreich-Bosco,KV-99194,Shirt,2,88.57,177.14,0.07,12.3998,2013-12-31 08:53:19
299771,"Kuphal, Zieme and Kub",MJ-21460,Shoes,1,16.29,16.29,0.07,1.1403,2014-04-25 04:33:22
201259,Koelpin PLC,GS-86623,Shoes,8,55.16,441.28,0.07,30.8896,2014-08-14 03:02:46
995267,Cole-Eichmann,MJ-21460,Shoes,20,25.66,513.2,0.075,38.49,2014-03-24 03:39:51
98022,Heidenreich-Bosco,LL-46261,Shoes,13,19.69,255.97,0.075,19.19775,2014-01-28 23:58:09
305803,"Davis, Kshlerin and Reilly",MJ-21460,Shoes,3,71.28,213.84,0.075,16.038,2014-08-07 10:01:03
524021,Hegmann and Sons,QN-82852,Belt,6,57.14,342.84,0.07,23.9988,2014-08-24 06:07:33
659366,Waelchi-Fahey,MJ-21460,Shoes,3,97.92,293.76,0.07,20.5632,2014-08-03 14:44:21
555594,"Ernser, Cruickshank and Lind",VG-32047,Shirt,9,60.94,548.46,0.07,38.3922,2014-09-14 01:36:31
93356,Waters-Walker,LL-46261,Shoes,6,51.18,307.08,0.015,4.6062,2014-07-31 17:50:40
659366,Waelchi-Fahey,FK-71853,Shirt,18,62.58,1126.44,0.015,16.8966,2014-03-31 08:44:34
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,13,77.42,1006.46,0.07,70.4522,2014-07-16 00:38:04
93356,Waters-Walker,LL-46261,Shoes,11,36.49,401.39,0.07,28.0973,2013-12-26 18:47:55
305803,"Davis, Kshlerin and Reilly",KV-99194,Shirt,17,57.5,977.5,0.07,68.425,2014-02-25 14:46:40
296809,Carroll PLC,WJ-02096,Belt,17,76.08,1293.36,0.07,90.5352,2013-11-14 23:35:37
659366,Waelchi-Fahey,FK-71853,Shirt,14,11.91,166.74,0.07,11.6718,2014-03-09 23:23:06
850140,Kunze Inc,LW-86841,Shoes,17,82.86,1408.62,0.015,21.1293,2014-10-02 16:34:54
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,16,51.93,830.88,0.015,12.4632,2014-01-17 08:36:29
299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,17,96.71,1644.07,0.015,24.66105,2014-09-04 18:21:15
115138,Gorczany-Hahn,QN-82852,Belt,15,25.75,386.25,0.015,5.79375,2013-11-30 12:14:42
850140,Kunze Inc,AS-93055,Shirt,6,38.77,232.62,0.015,3.4893,2014-06-19 22:24:10
304860,Huel-Haag,LW-86841,Shoes,6,52.93,317.58,0.015,4.7637,2013-12-03 02:57:43
711951,Kilback-Gerlach,MJ-21460,Shoes,17,97.99,1665.83,0.015,24.98745,2014-01-15 22:54:28
659366,Waelchi-Fahey,QN-82852,Belt,10,36.72,367.2,0.015,5.508,2014-06-18 14:02:05
734922,Berge LLC,MJ-21460,Shoes,9,84.43,759.87,0.015,11.39805,2014-06-23 09:12:45
750461,"Volkman, Goyette and Lemke",GS-86623,Shoes,11,68.13,749.43,0.015,11.24145,2014-05-09 09:32:44
299771,"Kuphal, Zieme and Kub",VG-32047,Shirt,6,92.62,555.72,0.015,8.3358,2014-06-19 12:30:22
995267,Cole-Eichmann,KV-99194,Shirt,8,51.86,414.88,0.015,6.2232,2013-11-23 02:03:48
750461,"Volkman, Goyette and Lemke",AS-93055,Shirt,19,52.45,996.55,0.015,14.94825,2014-08-08 03:00:19
304860,Huel-Haag,KV-99194,Shirt,19,32.23,612.37,0.015,9.18555,2014-10-02 01:11:44
563905,"Kerluke, Reilly and Bechtelar",QN-82852,Belt,4,61.06,244.24,0.015,3.6636,2014-05-09 03:27:55
711951,Kilback-Gerlach,AS-93055,Shirt,11,44.56,490.16,0.015,7.3524,2014-02-23 05:35:58
115138,Gorczany-Hahn,WJ-02096,Belt,1,58.03,58.03,0.015,0.87045,2013-12-11 14:01:46
758133,"Kihn, McClure and Denesik",QN-82852,Belt,11,39.89,438.79,0.015,6.58185,2014-05-18 15:53:12
524021,Hegmann and Sons,MJ-21460,Shoes,18,51.46,926.28,0.07,64.8396,2014-07-08 18:37:36
676847,Hamill-Hackett,AS-93055,Shirt,12,92.28,1107.36,0.07,77.5152,2014-04-28 21:34:27
115138,Gorczany-Hahn,FK-71853,Shirt,20,32.53,650.6,0.07,45.542,2014-10-22 10:04:21
304860,Huel-Haag,VG-32047,Shirt,6,67.49,404.94,0.07,28.3458,2014-09-17 12:35:31
296809,Carroll PLC,VG-32047,Shirt,11,14.92,164.12,0.07,11.4884,2014-01-14 05:53:11
299771,"Kuphal, Zieme and Kub",MJ-21460,Shoes,3,16.5,49.5,0.07,3.465,2014-08-09 14:56:26
734922,Berge LLC,WJ-02096,Belt,20,25.09,501.8,0.07,35.126,2014-02-15 00:17:15
711951,Kilback-Gerlach,KV-99194,Shirt,20,72.86,1457.2,0.03,43.716,2013-12-27 03:41:18
304860,Huel-Haag,WJ-02096,Belt,4,60.95,243.8,0.03,7.314,2014-01-20 10:14:17
676847,Hamill-Hackett,QN-82852,Belt,12,47.05,564.6,0.03,16.938,2013-10-24 07:27:44
850140,Kunze Inc,VG-32047,Shirt,20,36,720,0.03,21.6,2013-11-19 04:49:59
555594,"Ernser, Cruickshank and Lind",LW-86841,Shoes,3,25.52,76.56,0.03,2.2968,2013-12-15 23:23:29
98022,Heidenreich-Bosco,QN-82852,Belt,3,43.89,131.67,0.03,3.9501,2014-02-06 22:02:39
98022,Heidenreich-Bosco,LL-46261,Shoes,6,55.68,334.08,0.03,10.0224,2014-02-25 02:43:31
734922,Berge LLC,KV-99194,Shirt,13,21.76,282.88,0.03,8.4864,2014-09-16 19:43:28
659366,Waelchi-Fahey,VG-32047,Shirt,14,85.44,1196.16,0.03,35.8848,2014-06-04 14:34:07
711951,Kilback-Gerlach,AS-93055,Shirt,20,88.71,1774.2,0.03,53.226,2014-08-14 19:08:27
929400,"Senger, Upton and Breitenberg",LW-86841,Shoes,1,32.44,32.44,0.03,0.9732,2014-06-21 04:34:22
758133,"Kihn, McClure and Denesik",FK-71853,Shirt,12,40.53,486.36,0.03,14.5908,2014-03-06 03:01:26
711951,Kilback-Gerlach,LL-46261,Shoes,8,41.95,335.6,0.03,10.068,2014-05-18 00:50:58
98022,Heidenreich-Bosco,KV-99194,Shirt,3,41.04,123.12,0.03,3.6936,2014-10-09 15:27:45
750461,"Volkman, Goyette and Lemke",AS-93055,Shirt,4,65.64,262.56,0.03,7.8768,2014-02-15 17:07:56
734922,Berge LLC,FK-71853,Shirt,4,59,236,0.03,7.08,2014-08-15 07:13:09
296809,Carroll PLC,GS-86623,Shoes,19,20.01,380.19,0.03,11.4057,2013-11-20 14:26:00
711951,Kilback-Gerlach,LL-46261,Shoes,18,37.06,667.08,0.03,20.0124,2014-07-09 17:04:57
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,8,13.41,107.28,0.03,3.2184,2013-12-21 04:32:13
115138,Gorczany-Hahn,AS-93055,Shirt,19,36.84,699.96,0.03,20.9988,2014-09-13 06:33:24
659366,Waelchi-Fahey,KV-99194,Shirt,18,13.47,242.46,0.03,7.2738,2014-03-25 04:34:58
299771,"Kuphal, Zieme and Kub",LW-86841,Shoes,11,87.09,957.99,0.03,28.7397,2013-10-22 16:08:40
201259,Koelpin PLC,QN-82852,Belt,19,18.85,358.15,0.03,10.7445,2014-07-02 12:21:25
850140,Kunze Inc,LW-86841,Shoes,7,56.99,398.93,0.03,11.9679,2014-06-25 22:06:27
115138,Gorczany-Hahn,AS-93055,Shirt,20,31.99,639.8,0.03,19.194,2014-09-15 19:14:27
304860,Huel-Haag,GS-86623,Shoes,14,27.24,381.36,0.03,11.4408,2014-03-14 04:16:47
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,11,51.07,561.77,0.03,16.8531,2014-03-06 09:21:00
524021,Hegmann and Sons,GS-86623,Shoes,11,40.32,443.52,0.03,13.3056,2014-02-07 07:39:54
758133,"Kihn, McClure and Denesik",WJ-02096,Belt,19,62.8,1193.2,0.03,35.796,2014-08-27 15:48:09
115138,Gorczany-Hahn,LW-86841,Shoes,5,33.56,167.8,0.03,5.034,2014-09-20 07:43:39
299771,"Kuphal, Zieme and Kub",FK-71853,Shirt,17,60.22,1023.74,0.03,30.7122,2014-09-26 18:44:51
296809,Carroll PLC,GS-86623,Shoes,8,21.41,171.28,0.03,5.1384,2014-09-11 18:45:17
296809,Carroll PLC,KV-99194,Shirt,13,43.03,559.39,0.03,16.7817,2014-01-20 19:43:09
93356,Waters-Walker,LL-46261,Shoes,11,76.8,844.8,0.03,25.344,2014-02-23 18:36:40
850140,Kunze Inc,MJ-21460,Shoes,12,81.66,979.92,0.03,29.3976,2014-09-04 03:23:22
995267,Cole-Eichmann,FK-71853,Shirt,16,63.2,1011.2,0.03,30.336,2014-06-22 09:34:54
711951,Kilback-Gerlach,LW-86841,Shoes,1,95.18,95.18,0.03,2.8554,2013-11-16 10:27:30
201259,Koelpin PLC,VG-32047,Shirt,10,20.2,202,0.03,6.06,2014-10-02 18:38:33
305803,"Davis, Kshlerin and Reilly",LL-46261,Shoes,15,59.34,890.1,0.03,26.703,2013-12-04 02:43:20
296809,Carroll PLC,WJ-02096,Belt,16,91.77,1468.32,0.03,44.0496,2014-02-23 18:10:13
734922,Berge LLC,MJ-21460,Shoes,4,87.65,350.6,0.03,10.518,2014-04-26 20:59:35
711951,Kilback-Gerlach,LL-46261,Shoes,13,34.4,447.2,0.03,13.416,2014-04-27 02:17:28
734922,Berge LLC,LL-46261,Shoes,18,44.89,808.02,0.03,24.2406,2014-05-28 15:41:26
929400,"Senger, Upton and Breitenberg",LL-46261,Shoes,15,75,1125,0.03,33.75,2014-09-25 18:00:19
929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,8,19.05,152.4,0.03,4.572,2014-01-08 00:39:35
115138,Gorczany-Hahn,WJ-02096,Belt,5,13.31,66.55,0.03,1.9965,2014-06-02 11:41:36
304860,Huel-Haag,KV-99194,Shirt,5,58.12,290.6,0.03,8.718,2014-08-02 12:08:32
676847,Hamill-Hackett,LL-46261,Shoes,19,58.95,1120.05,0.03,33.6015,2014-03-12 06:27:02
758133,"Kihn, McClure and Denesik",GS-86623,Shoes,16,51.28,820.48,0.03,24.6144,2013-12-19 05:40:26
659366,Waelchi-Fahey,KV-99194,Shirt,2,35.44,70.88,0.03,2.1264,2013-10-25 14:47:00
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,16,79.23,1267.68,0.03,38.0304,2014-09-20 09:36:03
524021,Hegmann and Sons,LW-86841,Shoes,2,19.42,38.84,0.03,1.1652,2014-08-23 03:19:29
93356,Waters-Walker,KV-99194,Shirt,9,70.81,637.29,0.025,15.93225,2014-01-30 11:06:55
555594,"Ernser, Cruickshank and Lind",WJ-02096,Belt,10,27.65,276.5,0.025,6.9125,2014-08-05 02:49:13
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,18,53.57,964.26,0.025,24.1065,2013-11-09 07:53:05
98022,Heidenreich-Bosco,GS-86623,Shoes,19,87.08,1654.52,0.025,41.363,2014-09-20 22:36:07
304860,Huel-Haag,AS-93055,Shirt,3,88.25,264.75,0.025,6.61875,2013-11-22 02:08:50
115138,Gorczany-Hahn,MJ-21460,Shoes,16,74.73,1195.68,0.025,29.892,2014-10-08 07:30:19
758133,"Kihn, McClure and Denesik",VG-32047,Shirt,15,39.14,587.1,0.025,14.6775,2014-08-02 17:24:19
850140,Kunze Inc,LW-86841,Shoes,5,63.32,316.6,0.025,7.915,2014-02-13 19:42:05
305803,"Davis, Kshlerin and Reilly",LW-86841,Shoes,7,18.99,132.93,0.025,3.32325,2014-04-17 16:31:36
93356,Waters-Walker,FK-71853,Shirt,6,48.34,290.04,0.025,7.251,2014-10-07 11:12:45
93356,Waters-Walker,MJ-21460,Shoes,1,76.61,76.61,0.025,1.91525,2014-05-07 10:17:28
929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,11,10.12,111.32,0.025,2.783,2014-03-29 05:53:03
995267,Cole-Eichmann,AS-93055,Shirt,20,96.14,1922.8,0.025,48.07,2014-08-02 19:08:15
304860,Huel-Haag,MJ-21460,Shoes,10,69.19,691.9,0.025,17.2975,2014-01-07 14:36:19
563905,"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,16,64.75,1036,0.03,31.08,2014-02-11 09:04:11
201259,Koelpin PLC,LW-86841,Shoes,1,62.87,62.87,0.03,1.8861,2014-01-01 22:40:22
299771,"Kuphal, Zieme and Kub",QN-82852,Belt,13,13.05,169.65,0.03,5.0895,2014-09-04 16:33:40
93356,Waters-Walker,KV-99194,Shirt,2,96.8,193.6,0.03,5.808,2014-07-13 09:44:29
98022,Heidenreich-Bosco,LL-46261,Shoes,6,23.04,138.24,0.03,4.1472,2014-03-02 03:45:46
850140,Kunze Inc,KV-99194,Shirt,8,35.98,287.84,0.03,8.6352,2014-05-20 14:38:17
115138,Gorczany-Hahn,AS-93055,Shirt,9,14.71,132.39,0.03,3.9717,2014-03-01 13:31:22
995267,Cole-Eichmann,GS-86623,Shoes,2,43.85,87.7,0.03,2.631,2014-06-09 21:31:11
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,9,52.42,471.78,0.03,14.1534,2014-05-22 11:49:32
98022,Heidenreich-Bosco,QN-82852,Belt,15,20.07,301.05,0.03,9.0315,2014-06-27 12:15:09
659366,Waelchi-Fahey,QN-82852,Belt,17,56.27,956.59,0.03,28.6977,2014-02-09 14:52:49
98022,Heidenreich-Bosco,QN-82852,Belt,8,79.2,633.6,0.03,19.008,2014-06-07 18:59:21
555594,"Ernser, Cruickshank and Lind",MJ-21460,Shoes,7,97.93,685.51,0.03,20.5653,2014-04-05 00:29:44
524021,Hegmann and Sons,QN-82852,Belt,8,49.06,392.48,0.03,11.7744,2014-05-03 20:50:41
750461,"Volkman, Goyette and Lemke",GS-86623,Shoes,5,62.46,312.3,0.03,9.369,2014-05-13 14:52:47
305803,"Davis, Kshlerin and Reilly",FK-71853,Shirt,20,11.96,239.2,0.075,17.94,2014-09-04 18:27:56
201259,Koelpin PLC,KV-99194,Shirt,12,91.33,1095.96,0.075,82.197,2014-03-01 09:46:48
115138,Gorczany-Hahn,WJ-02096,Belt,3,93.5,280.5,0.075,21.0375,2014-08-25 21:36:41
98022,Heidenreich-Bosco,GS-86623,Shoes,19,26.88,510.72,0.075,38.304,2014-04-07 07:12:29
555594,"Ernser, Cruickshank and Lind",MJ-21460,Shoes,8,49.15,393.2,0.075,29.49,2014-10-12 21:49:47
98022,Heidenreich-Bosco,WJ-02096,Belt,7,52.04,364.28,0.075,27.321,2013-11-07 19:58:39
995267,Cole-Eichmann,KV-99194,Shirt,13,97.04,1261.52,0.075,94.614,2014-06-17 08:28:31
555594,"Ernser, Cruickshank and Lind",AS-93055,Shirt,6,29.88,179.28,0.075,13.446,2014-09-04 14:54:23
524021,Hegmann and Sons,KV-99194,Shirt,6,62.36,374.16,0.075,28.062,2014-01-07 03:14:00
524021,Hegmann and Sons,AS-93055,Shirt,15,88.44,1326.6,0.075,99.495,2014-10-15 01:54:05
711951,Kilback-Gerlach,KV-99194,Shirt,16,79.71,1275.36,0.075,95.652,2014-08-30 06:23:27
676847,Hamill-Hackett,LW-86841,Shoes,11,96.57,1062.27,0.075,79.67025,2014-01-09 13:36:39
296809,Carroll PLC,VG-32047,Shirt,12,79.85,958.2,0.075,71.865,2014-01-16 11:38:27
93356,Waters-Walker,AS-93055,Shirt,2,47.74,95.48,0.075,7.161,2014-03-22 02:00:16
995267,Cole-Eichmann,KV-99194,Shirt,18,97.33,1751.94,0.075,131.3955,2014-01-16 12:27:14
676847,Hamill-Hackett,FK-71853,Shirt,18,98.39,1771.02,0.075,132.8265,2014-01-06 08:14:31
995267,Cole-Eichmann,LL-46261,Shoes,2,94.06,188.12,0.07,13.1684,2013-12-16 21:29:38
929400,"Senger, Upton and Breitenberg",LL-46261,Shoes,11,19.17,210.87,0.07,14.7609,2013-10-26 13:17:07
305803,"Davis, Kshlerin and Reilly",GS-86623,Shoes,18,20.74,373.32,0.07,26.1324,2013-10-22 20:01:38
995267,Cole-Eichmann,AS-93055,Shirt,7,80.69,564.83,0.015,8.47245,2014-01-10 21:42:10
93356,Waters-Walker,AS-93055,Shirt,15,84.23,1263.45,0.015,18.95175,2014-07-18 04:09:08
524021,Hegmann and Sons,GS-86623,Shoes,9,39.14,352.26,0.015,5.2839,2013-11-17 23:11:28
929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,10,67.36,673.6,0.015,10.104,2013-11-02 03:09:24
734922,Berge LLC,VG-32047,Shirt,14,93.45,1308.3,0.015,19.6245,2014-02-10 07:13:32
201259,Koelpin PLC,LL-46261,Shoes,8,62.68,501.44,0.015,7.5216,2013-11-10 16:34:17
555594,"Ernser, Cruickshank and Lind",QN-82852,Belt,13,86.33,1122.29,0.015,16.83435,2013-10-23 02:35:36
711951,Kilback-Gerlach,GS-86623,Shoes,1,25.23,25.23,0.015,0.37845,2014-02-15 18:56:38
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,14,93.56,1309.84,0.015,19.6476,2014-10-21 14:14:21
296809,Carroll PLC,LW-86841,Shoes,19,22.36,424.84,0.015,6.3726,2014-07-08 00:03:47
711951,Kilback-Gerlach,LW-86841,Shoes,13,72.82,946.66,0.015,14.1999,2014-02-10 18:44:09
98022,Heidenreich-Bosco,AS-93055,Shirt,4,22.33,89.32,0.015,1.3398,2014-05-22 10:55:51
