Account_Num,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership
39083,ELMORE COMMUNITY HOSPITAL,500 HOSPITAL DRIVE,WETUMPKA,AL,36092,ELMORE,(334) 567-4311,Acute Care Hospitals,Government - State
54668,LAKEWOOD REGIONAL MEDICAL CENTER,3700 E SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,(562) 602-6751,Acute Care Hospitals,Proprietary
90033,CHILDRENS HOSPITAL OF WISCONSIN,9000 W WISCONSIN AVE,MILWAUKEE,WI,53226,MILWAUKEE,(414) 266-2000,Childrens,Voluntary non-profit - Other
51096,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,PINEHURST,NC,28374,MOORE,(910) 715-1000,Acute Care Hospitals,Voluntary non-profit - Private
93349,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,2525 S DOWNING ST,DENVER,CO,80210,DENVER,(303) 778-1955,Acute Care Hospitals,Voluntary non-profit - Private
55795,DESERT VALLEY HOSPITAL,16850 BEAR VALLEY RD,VICTORVILLE,CA,92395,SAN BERNARDINO,(760) 241-8000,Acute Care Hospitals,Proprietary
61726,ADVENTHEALTH WAUCHULA,735 S 5TH AVE,WAUCHULA,FL,33873,HARDEE,(863) 773-0216,Critical Access Hospitals,Voluntary non-profit - Private
33751,INTEGRIS SOUTHWEST MEDICAL CENTER,4401 SOUTH WESTERN AVENUE,OKLAHOMA CITY,OK,73109,OKLAHOMA,(405) 636-7000,Acute Care Hospitals,Voluntary non-profit - Private
75432,"ASCENSION VIA CHRISTI HOSPITAL ST. TERESA, INC.",14800 WEST ST TERESA,WICHITA,KS,67235,SEDGWICK,(316) 796-7800,Acute Care Hospitals,Voluntary non-profit - Church
62489,DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST RD,RALEIGH,NC,27609,WAKE,(919) 954-3000,Acute Care Hospitals,Voluntary non-profit - Private
53496,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ST,MONTCLAIR,CA,91763,SAN BERNARDINO,(909) 625-8300,Acute Care Hospitals,Voluntary non-profit - Private
79824,MEMORIAL REGIONAL HOSPITAL,3501 JOHNSON ST,HOLLYWOOD,FL,33021,BROWARD,(954) 265-5814,Acute Care Hospitals,Government - Hospital District or Authority
30355,FREEMAN HEALTH SYSTEM - FREEMAN WEST,1102 WEST 32ND STREET,JOPLIN,MO,64804,JASPER,(417) 347-1111,Acute Care Hospitals,Voluntary non-profit - Private
45557,MERCY HEALTH - WILLARD HOSPITAL,1100 NEAL ZICK ROAD,WILLARD,OH,44890,HURON,(419) 964-5000,Critical Access Hospitals,Voluntary non-profit - Private
73009,SAN LUIS VALLEY HEALTH,106 BLANCA AVE,ALAMOSA,CO,81101,ALAMOSA,(719) 589-2511,Acute Care Hospitals,Voluntary non-profit - Private
36698,FRANCISCAN HEALTH CROWN POINT,1201 S MAIN ST,CROWN POINT,IN,46307,LAKE,(219) 757-6100,Acute Care Hospitals,Voluntary non-profit - Church
22339,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E,HALEYVILLE,AL,35565,WINSTON,(205) 485-7117,Acute Care Hospitals,Voluntary non-profit - Church
11396,CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER - B,7500 MERCY RD,OMAHA,NE,68124,DOUGLAS,(402) 398-6060,Acute Care Hospitals,Voluntary non-profit - Private
18303,ST LAWRENCE PSYCH CENTER,ONE CHIMNEY POINT DRIVE,OGDENSBURG,NY,13669,ST. LAWRENCE,(315) 541-2071,Psychiatric,Government - State
64128,SYCAMORE SPRINGS HOSPITAL LLC,833 PARK EAST BLVD,LAFAYETTE,IN,47905,TIPPECANOE,(765) 743-4400,Psychiatric,Proprietary
63826,RADY CHILDREN'S HOSPITAL - SAN DIEGO,3020 CHILDRENS WAY,SAN DIEGO,CA,92123,SAN DIEGO,(858) 576-1700,Childrens,Voluntary non-profit - Other
83120,CENTRAL STATE HOSPITAL,10510 LAGRANGE ROAD,LOUISVILLE,KY,40223,JEFFERSON,(502) 253-7045,Psychiatric,Government - State
82722,UPMC EAST,2775 MOSSIDE BOULEVARD,MONROEVILLE,PA,15146,ALLEGHENY,(412) 357-3000,Acute Care Hospitals,Voluntary non-profit - Private
71065,SAINT THOMAS HICKMAN HOSPITAL,135 EAST SWAN STREET,CENTERVILLE,TN,37033,HICKMAN,(931) 729-4271,Critical Access Hospitals,Voluntary non-profit - Private
63277,MERCY HEALTH LAKESHORE CAMPUS,72 SOUTH STATE STREET,SHELBY,MI,49455,OCEANA,(231) 861-2156,Critical Access Hospitals,Voluntary non-profit - Private
85764,SETON MEDICAL CENTER HAYS,6001 KYLE PKWY,KYLE,TX,78640,HAYS,(512) 324-5000,Acute Care Hospitals,Voluntary non-profit - Private
17820,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,5757 N DIXIE HWY,OAKLAND PARK,FL,33334,BROWARD,(954) 463-4321,Psychiatric,Proprietary
86072,MERCY HEALTH-ANDERSON HOSPITAL,7500 STATE ROAD,CINCINNATI,OH,45255,HAMILTON,(513) 624-4006,Acute Care Hospitals,Voluntary non-profit - Private
34073,VALLEY BEHAVIORAL HEALTH SYSTEM,10301 MAYO DRIVE,BARLING,AR,72923,SEBASTIAN,(479) 494-5700,Psychiatric,Voluntary non-profit - Other
94382,BON SECOURS DEPAUL MEDICAL CENTER,150 KINGSLEY LANE,NORFOLK,VA,23505,NORFOLK CITY,(757) 889-5000,Acute Care Hospitals,Voluntary non-profit - Private
84408,UNIONTOWN HOSPITAL,500 WEST BERKELEY STREET,UNIONTOWN,PA,15401,FAYETTE,(724) 430-5000,Acute Care Hospitals,Voluntary non-profit - Other
64294,ANDALUSIA HEALTH,849 SOUTH THREE NOTCH STREET,ANDALUSIA,AL,36420,COVINGTON,(334) 222-8466,Acute Care Hospitals,Proprietary
74825,MEMORIAL HEALTH UNIVERSITY MEDICAL CENTER,4700 WATERS AVENUE,SAVANNAH,GA,31404,CHATHAM,(912) 350-3691,Acute Care Hospitals,Voluntary non-profit - Other
16376,IVINSON MEMORIAL HOSPITAL,255 N 30TH,LARAMIE,WY,82072,ALBANY,(307) 755-4600,Acute Care Hospitals,Government - Hospital District or Authority
80422,LEGACY MOUNT HOOD MEDICAL CENTER,24800 SE STARK STREET,GRESHAM,OR,97030,MULTNOMAH,(503) 674-1122,Acute Care Hospitals,Voluntary non-profit - Private
90140,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,411 N BELKNAP ST,STEPHENVILLE,TX,76401,ERATH,(254) 965-1500,Acute Care Hospitals,Voluntary non-profit - Private
54470,PLAINS REGIONAL MEDICAL CENTER,"2100 N MARTIN LUTHER KING, JR, BLVD",CLOVIS,NM,88101,CURRY,(575) 769-7155,Acute Care Hospitals,Government - Federal
46975,ADVENTHEALTH OCALA,1500 SW 1ST AVE,OCALA,FL,34474,MARION,(352) 351-7200,Acute Care Hospitals,Government - Hospital District or Authority
44348,BAPTIST MEDICAL CENTER-ATTALA,220 HWY 12 WEST,KOSCIUSKO,MS,39090,ATTALA,(662) 289-4311,Critical Access Hospitals,Voluntary non-profit - Other
60313,ST NICHOLAS HOSPITAL,3100 SUPERIOR AVE,SHEBOYGAN,WI,53081,SHEBOYGAN,(920) 459-8300,Acute Care Hospitals,Voluntary non-profit - Private
85379,DICKENSON COMMUNITY HOSPITAL,312 HOSPITAL DRIVE,CLINTWOOD,VA,24228,DICKENSON,(276) 926-0300,Critical Access Hospitals,Voluntary non-profit - Private
80935,CENTURA HEALTH-PENROSE-ST FRANCIS HEALTH SERVICES,2222 NORTH NEVADA AVE,COLORADO SPRINGS,CO,80907,EL PASO,(719) 776-5000,Acute Care Hospitals,Voluntary non-profit - Private
64605,FULTON COUNTY HOSPITAL,679 NORTH MAIN STREET,SALEM,AR,72576,FULTON,(870) 895-2691,Critical Access Hospitals,Voluntary non-profit - Other
41743,MESA VIEW REGIONAL HOSPITAL,1299 BERTHA HOWE AVENUE,MESQUITE,NV,89027,CLARK,(702) 346-8040,Critical Access Hospitals,Proprietary
12163,MERCY HOSPITAL,500 E MARKET STREET,IOWA CITY,IA,52245,JOHNSON,(319) 339-0300,Acute Care Hospitals,Voluntary non-profit - Church
20739,SURGEONS CHOICE MEDICAL CENTER,22401 FOSTER WINTER DRIVE,SOUTHFIELD,MI,48075,OAKLAND,(248) 423-5100,Acute Care Hospitals,Proprietary
63227,MARSHFIELD MEDICAL CENTER - RICE LAKE,1700 WEST STOUT STREET,RICE LAKE,WI,54868,BARRON,(715) 234-1515,Acute Care Hospitals,Voluntary non-profit - Private
19368,JENKINS COUNTY HOSPITAL,931 EAST WINTHROPE AVENUE,MILLEN,GA,30442,JENKINS,(478) 982-4221,Critical Access Hospitals,Proprietary
39111,MADISON MEMORIAL HOSPITAL,450 EAST MAIN STREET,REXBURG,ID,83440,MADISON,(208) 359-6900,Acute Care Hospitals,Government - Local
83636,SAN CARLOS APACHE HEALTHCARE,103 MEDICINE WAY ROAD,PERIDOT,AZ,85542,GILA,(928) 475-1200,Acute Care Hospitals,Government - Federal
11147,CHRISTUS COUSHATTA HEALTH CARE CENTER,1635 MARVEL STREET,COUSHATTA,LA,71019,RED RIVER,(318) 932-2000,Critical Access Hospitals,Voluntary non-profit - Private
25557,AVERA GREGORY HOSPITAL,400 PARK STREET  POST OFFICE BOX 408,GREGORY,SD,57533,GREGORY,(605) 835-8394,Critical Access Hospitals,Voluntary non-profit - Private
31209,MIAMI COUNTY MEDICAL CENTER,2100 BAPTISTE DRIVE,PAOLA,KS,66071,MIAMI,(913) 557-4385,Acute Care Hospitals,Voluntary non-profit - Private
70586,SHENANDOAH MEMORIAL HOSPITAL,759 SOUTH MAIN STREET,WOODSTOCK,VA,22664,SHENANDOAH,(540) 459-1100,Critical Access Hospitals,Voluntary non-profit - Private
55819,ROCHELLE COMMUNITY HOSPITAL,900 N 2ND ST,ROCHELLE,IL,61068,OGLE,(815) 562-2181,Critical Access Hospitals,Voluntary non-profit - Private
71888,SWEDISH MEDICAL CENTER,501 E HAMPDEN AVE,ENGLEWOOD,CO,80113,ARAPAHOE,(303) 788-5000,Acute Care Hospitals,Proprietary
77492,RIVERVIEW REGIONAL MEDICAL CENTER,158 HOSPITAL DRIVE,CARTHAGE,TN,37030,SMITH,(615) 735-9815,Critical Access Hospitals,Proprietary
55829,UNIVERSITY HOSPITAL,150 BERGEN ST,NEWARK,NJ,7101,ESSEX,(973) 972-5658,Acute Care Hospitals,Government - State
21601,FORT WASHINGTON HOSPITAL,11711 LIVINGSTON ROAD,FORT WASHINGTON,MD,20744,PRINCE GEORGES,(301) 292-7000,Acute Care Hospitals,Voluntary non-profit - Other
89993,YOAKUM COMMUNITY HOSPITAL,1200 CARL RAMERT DRIVE,YOAKUM,TX,77995,LAVACA,(361) 293-2321,Critical Access Hospitals,Voluntary non-profit - Private
35293,SAN JUAN MUNICIPAL HOSPITAL,"BARRIO MONACILLOS,CENTRO MEDICO",RIO PIEDRAS,PR,936,SAN JUAN,(787) 756-8535,Acute Care Hospitals,Voluntary non-profit - Other
36657,SARASOTA MEMORIAL HOSPITAL,1700 S TAMIAMI TRL,SARASOTA,FL,34239,SARASOTA,(941) 917-9000,Acute Care Hospitals,Government - Hospital District or Authority
85648,"WESTFIELD MEMORIAL HOSPITAL, INC",189 EAST MAIN STREET,WESTFIELD,NY,14787,CHAUTAUQUA,(716) 326-4921,Acute Care Hospitals,Voluntary non-profit - Private
73301,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA STREET,BURBANK,CA,91505,LOS ANGELES,(818) 843-5111,Acute Care Hospitals,Voluntary non-profit - Church
87386,MEASE COUNTRYSIDE HOSPITAL,3231 MCMULLEN BOOTH RD,SAFETY HARBOR,FL,34695,PINELLAS,(727) 734-6950,Acute Care Hospitals,Voluntary non-profit - Private
77496,EASTPOINTE HOSPITAL,7400 ROPER LANE,DAPHNE,AL,36526,BALDWIN,(251) 378-6500,Psychiatric,Voluntary non-profit - Other
19885,SULLIVAN COUNTY COMMUNITY HOSPITAL,2200 N SECTION ST,SULLIVAN,IN,47882,SULLIVAN,(812) 268-4311,Critical Access Hospitals,Government - Local
86028,DOWN EAST COMMUNITY HOSPITAL,11 HOSPITAL DRIVE,MACHIAS,ME,4654,WASHINGTON,(207) 255-3356,Critical Access Hospitals,Voluntary non-profit - Private
37378,EAST JEFFERSON GENERAL HOSPITAL,4200 HOUMA BLVD,METAIRIE,LA,70006,JEFFERSON,(504) 454-4000,Acute Care Hospitals,Government - Hospital District or Authority
88774,CHESTNUT HILL HOSPITAL,8835 GERMANTOWN AVE,PHILADELPHIA,PA,19118,PHILADELPHIA,(215) 248-8200,Acute Care Hospitals,Proprietary
73396,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,311 SOUTH CLARK STREET,CARROLL,IA,51401,CARROLL,(712) 792-3581,Acute Care Hospitals,Voluntary non-profit - Private
60157,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,(631) 474-6000,Acute Care Hospitals,Voluntary non-profit - Private
24129,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,969 LAKELAND DR,JACKSON,MS,39216,HINDS,(601) 200-2000,Acute Care Hospitals,Voluntary non-profit - Church
10745,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,CA,93534,LOS ANGELES,(661) 949-5000,Acute Care Hospitals,Government - Hospital District or Authority
23036,NORTHWEST SURGICAL HOSPITAL,9204 NORTH MAY AVENUE,OKLAHOMA CITY,OK,73120,OKLAHOMA,(405) 848-1918,Acute Care Hospitals,Physician
41568,VIRGINIA BEACH PSYCHIATRIC CENTER,1100 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454,VIRGINIA BEACH CITY,(757) 496-6000,Psychiatric,Proprietary
10199,SENTARA PRINCESS ANNE HOSPITAL,2025 GLENN MITCHELL DRIVE,VIRGINIA BEACH,VA,23456,VIRGINIA BEACH CITY,(757) 507-1520,Acute Care Hospitals,Voluntary non-profit - Other
28694,CHI HEALTH MISSOURI VALLEY,631 N 8TH ST,MISSOURI VALLEY,IA,51555,HARRISON,(712) 642-2784,Critical Access Hospitals,Voluntary non-profit - Private
47249,ASANTE ASHLAND COMMUNITY HOSPITAL,280 MAPLE STREET,ASHLAND,OR,97520,JACKSON,(541) 201-4017,Acute Care Hospitals,Government - Local
19613,ASCENSION EAGLE RIVER HOSPITAL,201 HOSPITAL ROAD,EAGLE RIVER,WI,54521,VILAS,(715) 479-7411,Critical Access Hospitals,Voluntary non-profit - Private
40136,CARE REGIONAL MEDICAL CENTER,1711 W WHEELER AVENUE,ARANSAS PASS,TX,78336,SAN PATRICIO,(361) 758-8585,Acute Care Hospitals,Proprietary
94681,HOCKING VALLEY COMMUNITY HOSPITAL,601 STATE ROUTE 664N,LOGAN,OH,43138,HOCKING,(740) 380-8227,Critical Access Hospitals,Voluntary non-profit - Other
79955,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,65613,POLK,(417) 326-6000,Acute Care Hospitals,Government - Hospital District or Authority
68924,BRECKINRIDGE MEMORIAL HOSPITAL,1011 OLD HIGHWAY 60,HARDINSBURG,KY,40143,BRECKINRIDGE,(270) 756-7000,Critical Access Hospitals,Government - Local
22819,PUTNAM COMMUNITY MEDICAL CENTER,611 ZEAGLER DR,PALATKA,FL,32177,PUTNAM,(386) 326-8500,Acute Care Hospitals,Proprietary
81136,ST MARY'S HOSPITAL,701 LEWISTON ST,COTTONWOOD,ID,83522,IDAHO,(208) 962-3251,Critical Access Hospitals,Voluntary non-profit - Private
35351,SANFORD,801 BROADWAY NORTH,FARGO,ND,58122,CASS,(701) 234-2000,Acute Care Hospitals,Voluntary non-profit - Private
81637,MCLEOD LORIS  HOSPITAL,3655 MITCHELL STREET,LORIS,SC,29569,HORRY,(843) 716-7000,Acute Care Hospitals,Voluntary non-profit - Private
76956,CAMDEN CLARK MEDICAL CENTER,800 GARFIELD AVE,PARKERSBURG,WV,26101,WOOD,(304) 424-2111,Acute Care Hospitals,Voluntary non-profit - Private
88997,LOVELACE REGIONAL HOSPITAL - ROSWELL,117 EAST 19TH STREET,ROSWELL,NM,88201,CHAVES,(575) 625-3345,Acute Care Hospitals,Voluntary non-profit - Private
61011,UPMC KANE,4372 ROUTE 6,KANE,PA,16735,MC KEAN,(814) 837-8585,Acute Care Hospitals,Voluntary non-profit - Private
87019,HAXTUN HOSPITAL DISTRICT,235 W FLETCHER ST,HAXTUN,CO,80731,PHILLIPS,(970) 774-6123,Critical Access Hospitals,Government - Hospital District or Authority
87952,MERCY HOSPITAL JEFFERSON,1400 US HIGHWAY 61,FESTUS,MO,63028,JEFFERSON,(636) 933-1000,Acute Care Hospitals,Voluntary non-profit - Private
21566,LIFECARE MEDICAL CENTER,715 DELMORE DRIVE,ROSEAU,MN,56751,ROSEAU,(218) 463-2500,Critical Access Hospitals,Voluntary non-profit - Private
25410,WESTLAKE HOSPITAL,1225 LAKE ST,MELROSE PARK,IL,60160,COOK,(708) 938-4000,Acute Care Hospitals,Voluntary non-profit - Other
92652,STEPHENS MEMORIAL HOSPITAL,200 SOUTH GENEVA STREET,BRECKENRIDGE,TX,76424,STEPHENS,(254) 559-2241,Acute Care Hospitals,Government - Hospital District or Authority
52093,CONEY ISLAND HOSPITAL CENTER,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,KINGS,(718) 616-3000,Acute Care Hospitals,Government - Local
56373,SWEENY COMMUNITY HOSPITAL,305 NORTH MCKINNEY,SWEENY,TX,77480,BRAZORIA,(979) 548-3311,Critical Access Hospitals,Government - Hospital District or Authority
79505,CARROLL HOSPITAL CENTER,200 MEMORIAL AVENUE,WESTMINSTER,MD,21157,CARROLL,(410) 848-3000,Acute Care Hospitals,Voluntary non-profit - Private
86785,BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY,631 RB WILSON DR,HUNTINGDON,TN,38344,CARROLL,(731) 986-4461,Acute Care Hospitals,Voluntary non-profit - Private
44815,BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO,200 W OLLIE,LLANO,TX,78643,LLANO,(325) 247-5040,Acute Care Hospitals,Voluntary non-profit - Private
88737,MERCY HOSPITAL COLUMBUS,220 N PENNSYLVANIA AVENUE,COLUMBUS,KS,66725,CHEROKEE,(620) 429-2545,Critical Access Hospitals,Voluntary non-profit - Church
13728,P H S INDIAN HOSPITAL-FT BELKNAP AT HARLEM - CAH,"456 GROS VENTRE AVE, RR 1",HARLEM,MT,59526,BLAINE,(406) 353-3100,Critical Access Hospitals,Government - Federal
36718,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,NY,10901,ROCKLAND,(845) 368-5000,Acute Care Hospitals,Voluntary non-profit - Church
36210,EL PASO PSYCHIATRIC CENTER,4615 ALAMEDA AVENUE,EL PASO,TX,79905,EL PASO,(915) 532-2202,Psychiatric,Government - State
90591,SOUTH CENTRAL KS  MED CENTER,6401 PATTERSON PARKWAY,ARKANSAS CITY,KS,67005,COWLEY,(620) 442-2500,Acute Care Hospitals,Government - Local
14157,MARLETTE REGIONAL HOSPITAL,2770 MAIN STREET,MARLETTE,MI,48453,SANILAC,(989) 635-4000,Critical Access Hospitals,Voluntary non-profit - Private
60909,"PAWHUSKA HOSPITAL, INC",1101 EAST 15TH STREET,PAWHUSKA,OK,74056,OSAGE,(918) 287-3232,Critical Access Hospitals,Voluntary non-profit - Private
73225,NORTHSHORE UNIVERSITY HEALTHSYSTEM EVANSTON HOSP,2650 RIDGE AVE,EVANSTON,IL,60201,COOK,(847) 432-8000,Acute Care Hospitals,Voluntary non-profit - Other
17139,INOVA FAIRFAX HOSPITAL,3300 GALLOWS ROAD,FALLS CHURCH,VA,22042,FAIRFAX,(703) 776-4001,Acute Care Hospitals,Voluntary non-profit - Private
23193,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,1321 COLBY AVENUE,EVERETT,WA,98201,SNOHOMISH,(425) 261-2000,Acute Care Hospitals,Voluntary non-profit - Church
77700,BERGEN NEW BRIDGE MEDICAL CENTER,230 EAST RIDGEWOOD AVE,PARAMUS,NJ,7652,BERGEN,(201) 967-4000,Acute Care Hospitals,Government - Local
35930,"ASPIRUS ONTONAGON HOSPITAL, INC",601 S SEVENTH ST,ONTONAGON,MI,49953,ONTONAGON,(906) 884-8000,Critical Access Hospitals,Government - Local
14165,GRAYS HARBOR COMMUNITY HOSPITAL,915 ANDERSON DRIVE,ABERDEEN,WA,98520,GRAYS HARBOR,(360) 532-8330,Acute Care Hospitals,Voluntary non-profit - Private
16607,BARNES-JEWISH WEST COUNTY HOSPITAL,12634 OLIVE BOULEVARD,CREVE COEUR,MO,63141,ST. LOUIS,(314) 996-8000,Acute Care Hospitals,Voluntary non-profit - Private
26249,LAKE DISTRICT HOSPITAL,700 SOUTH J STREET,LAKEVIEW,OR,97630,LAKE,(541) 947-2114,Critical Access Hospitals,Government - Hospital District or Authority
25045,EAST TENNESSEE CHILDRENS HOSPITAL,2018 CLINCH AVE SW,KNOXVILLE,TN,37916,KNOX,(865) 541-8000,Childrens,Voluntary non-profit - Private
22201,WILLIAMSON MEMORIAL HOSPITAL,859 ALDERSON STREET,WILLIAMSON,WV,25661,MINGO,(304) 235-2500,Acute Care Hospitals,Voluntary non-profit - Private
39862,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,7952 W JEFFERSON BLVD,FORT WAYNE,IN,46804,ALLEN,(260) 435-2999,Acute Care Hospitals,Proprietary
72431,FORT LOUDON MEDICAL CENTER,550 FORT LOUDON MEDICAL CENTER DR,LENOIR CITY,TN,37772,LOUDON,(865) 271-6000,Acute Care Hospitals,Voluntary non-profit - Other
50530,PINE CREEK MEDICAL CENTER LLP,9032 HARRY HINES BLVD,DALLAS,TX,75235,DALLAS,(214) 231-2273,Acute Care Hospitals,Proprietary
61113,MERCY HEALTH - CLERMONT HOSPITAL,3000 HOSPITAL DRIVE,BATAVIA,OH,45103,CLERMONT,(513) 732-8590,Acute Care Hospitals,Voluntary non-profit - Church
64779,NMC San Diego,34800 Bob Wilson Drive,San Diego,CA,92134,SAN DIEGO,(619) 532-6400,Acute Care - Department of Defense,Department of Defense
63687,NORTHWEST SPECIALTY HOSPITAL,1593 EAST POLSTON AVENUE,POST FALLS,ID,83854,KOOTENAI,(208) 262-2466,Acute Care Hospitals,Proprietary
41500,SIDNEY HEALTH CENTER,216 14TH AVE SW,SIDNEY,MT,59270,RICHLAND,(406) 488-2100,Critical Access Hospitals,Voluntary non-profit - Other
45206,ST JOSEPH HOSPITAL,700 BROADWAY,FORT WAYNE,IN,46802,ALLEN,(260) 425-3000,Acute Care Hospitals,Proprietary
91319,SINAI HOSPITAL OF BALTIMORE,2401 WEST BELVEDERE AVENUE,BALTIMORE,MD,21215,BALTIMORE CITY,(410) 601-5131,Acute Care Hospitals,Voluntary non-profit - Private
25299,NORTH LOGAN MERCY HOSPITAL,500 EAST ACADEMY,PARIS,AR,72855,LOGAN,(479) 963-6101,Critical Access Hospitals,Voluntary non-profit - Church
72262,NORTH AUSTIN MEDICAL CENTER,12221 MOPAC EXPRESSWAY NORTH,AUSTIN,TX,78758,TRAVIS,(512) 901-1000,Acute Care Hospitals,Proprietary
39693,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,TIFT,(229) 382-7120,Acute Care Hospitals,Government - Hospital District or Authority
71865,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,95819,SACRAMENTO,(916) 453-4453,Acute Care Hospitals,Voluntary non-profit - Private
35258,SYRACUSE AREA HEALTH,2731 HEALTHCARE DR,SYRACUSE,NE,68446,OTOE,(402) 269-2011,Critical Access Hospitals,Government - Hospital District or Authority
83755,NIOBRARA VALLEY HOSPITAL,"P O BOX 118, 401 SOUTH 5TH STREET",LYNCH,NE,68746,BOYD,(402) 569-2451,Critical Access Hospitals,Voluntary non-profit - Private
59795,SKYLINE HOSPITAL,211 SKYLINE DRIVE,WHITE SALMON,WA,98672,KLICKITAT,(509) 491-1101,Critical Access Hospitals,Government - Hospital District or Authority
17797,ST LUKE COMMUNITY HOSPITAL,107 6TH AVE SW,RONAN,MT,59864,LAKE,(406) 676-4441,Critical Access Hospitals,Voluntary non-profit - Private
17367,ASCENSION ST VINCENT'S SOUTHSIDE,4201 BELFORT RD,JACKSONVILLE,FL,32216,DUVAL,(904) 296-3700,Acute Care Hospitals,Voluntary non-profit - Private
70470,MERCY HOSPITAL WASHINGTON,901 EAST 5TH STREET,WASHINGTON,MO,63090,FRANKLIN,(636) 239-8000,Acute Care Hospitals,Voluntary non-profit - Private
48956,FRANKLIN COUNTY MEMORIAL HOSPITAL,40 UNION CHURCH RD,MEADVILLE,MS,39653,FRANKLIN,(601) 384-5801,Critical Access Hospitals,Government - Local
37545,RINGGOLD COUNTY HOSPITAL,504 NORTH CLEVELAND STREET,MOUNT AYR,IA,50854,RINGGOLD,(641) 464-3226,Critical Access Hospitals,Government - Local
51659,HAMPSTEAD HOSPITAL,218 EAST ROAD,HAMPSTEAD,NH,3841,ROCKINGHAM,(603) 329-5311,Psychiatric,Proprietary
56101,HACKETTSTOWN MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,WARREN,(908) 852-5100,Acute Care Hospitals,Voluntary non-profit - Church
71177,WRIGHT MEMORIAL HOSPITAL,191 IOWA BOULEVARD,TRENTON,MO,64683,GRUNDY,(660) 359-5621,Critical Access Hospitals,Voluntary non-profit - Private
20168,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36532,BALDWIN,(251) 928-2375,Acute Care Hospitals,Voluntary non-profit - Private
43998,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,DE KALB,(404) 686-8500,Acute Care Hospitals,Voluntary non-profit - Private
55108,DEACONESS HOSPITAL INC,600 MARY ST,EVANSVILLE,IN,47747,VANDERBURGH,(812) 450-5000,Acute Care Hospitals,Voluntary non-profit - Private
52082,JPS HEALTH NETWORK,1500 S MAIN ST,FORT WORTH,TX,76104,TARRANT,(817) 921-3431,Acute Care Hospitals,Government - Hospital District or Authority
13677,NORTH MISSISSIPPI MEDICAL CENTER,830 S GLOSTER STREET,TUPELO,MS,38801,LEE,(662) 377-6608,Acute Care Hospitals,Voluntary non-profit - Private
28152,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,(845) 338-2500,Acute Care Hospitals,Voluntary non-profit - Church
58992,CONNALLY MEMORIAL MEDICAL CENTER,499 10TH STREET,FLORESVILLE,TX,78114,WILSON,(830) 393-1300,Acute Care Hospitals,Government - Hospital District or Authority
74490,CENTRAL REGIONAL HOSPITAL,300 VEAZY RD,BUTNER,NC,27509,GRANVILLE,(919) 764-2000,Psychiatric,Voluntary non-profit - Church
94770,ABILENE REGIONAL MEDICAL CENTER,6250 HWY 83/84,ABILENE,TX,79606,TAYLOR,(325) 428-1000,Acute Care Hospitals,Proprietary
79425,DECATUR COUNTY GENERAL HOSPITAL,969 TENNESSEE AVE S,PARSONS,TN,38363,DECATUR,(731) 847-3031,Acute Care Hospitals,Government - Local
14262,NORTH BIG HORN HOSPITAL DISTRICT,1115 LANE 12,LOVELL,WY,82431,BIG HORN,(307) 548-5200,Critical Access Hospitals,Government - Hospital District or Authority
