,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,variety_color
101212,Australia,"Crisp black cherry and mint aromas burst from the glass, then carry over onto the chunky, authoritative palate before finishing slightly dusty and astringent. This medium-bodied Cabernet features plenty of intensity, it just needs a little time to settle down into a more refined package.",Jester,86,22.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Mitolo 2007 Jester Cabernet Sauvignon (McLaren Vale),Cabernet Sauvignon,Mitolo,#471163
101331,Australia,"Round and lush, with boldly oaky notes of caramelized nuts and vanilla accenting tropical fruit. Drink now.",Reserve,87,12.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,Yellow Tail 2009 Reserve Chardonnay (South Eastern Australia),Chardonnay,Yellow Tail,#440154
101346,Australia,"A more somber garnet color than some other sparkling Shirazes, with seemingly lower pressure and a more vinous character. Vanilla, leather and cherry notes finish close to dry. A very good, inexpensive introduction to the genre.",Emeri Sparkling,87,13.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,De Bortoli NV Emeri Sparkling Shiraz (South Eastern Australia),Shiraz,De Bortoli,#471669
101408,Australia,"Despite substantial alcohol (16.5%), this admirably concentrated wine doesn't show that much heat, nor does it show any roasted, cooked character. Instead, it delivers black olive, leather and cassis flavors just tinged with mint and a fresh, lively finish hinting at coffee. The tannins are soft but present, helping to balance a hint of residual sugar. Drink now–2012.",Calliope Limited Release,88,35.0,Victoria,Rutherglen,,Joe Czerwinski,@JoeCz,R.L. Buller & Son 2004 Calliope Limited Release Durif (Rutherglen),Durif,R.L. Buller & Son,#CAE01E
101419,Australia,"Mixed berry, cola and cedar notes dominate the nose, while the palate is packed with cherry cola and leather flavors. The dense texture could use some time to open up, and that suggestion of ageability is reinforced by the finish's dry, dusty tannins. Drink 2010–15. Imported by Tom Eddy Wines.",Regional Series,87,22.0,Western Australia,Mount Barker,,,,Capel Vale 2005 Regional Series Shiraz (Mount Barker),Shiraz,Capel Vale,#471669
101548,Australia,"This is simple yet rich style, with dark berries, chocolate and toasty oak notes. For those who like their powerful, dense reds, this comes at an affordable price.",,86,15.0,South Australia,McLaren Vale,,,,Red Knot 2015 Shiraz (McLaren Vale),Shiraz,Red Knot,#471669
101620,Australia,"d'Arenberg has a quartet of sweet wines from 2008, and this blend of Viognier, Pinot Gris and Marsanne represents a terrific value. It's syrupy sweet, redolent of honey-drizzled, spiced poached pears. To quibble, it could be a touch more complex and crisp, but it is still a succulent mouthful of dessert wine for drinking over the next few years.",The Noble Mud Pie Viognier-Pinot Gris-Marsanne,92,19.0,South Australia,Adelaide,,Joe Czerwinski,@JoeCz,D'Arenberg 2008 The Noble Mud Pie Viognier-Pinot Gris-Marsanne White (Adelaide),White Blend,D'Arenberg,#32638D
101868,Australia,"This wine shows some of the cool-climate notes associated with Western Australia and its maritime climate; green tobacco and other herbs intertwine with bright cassis fruit. At the same time, the fine quality of the tannins is evident in this wine's velvety texture, which makes it a pleasure to drink. Best now–2017.",Book Ends,89,24.0,Western Australia,Western Australia,,Joe Czerwinski,@JoeCz,West Cape Howe 2007 Book Ends Cabernet Sauvignon (Western Australia),Cabernet Sauvignon,West Cape Howe,#471163
102000,Australia,"Dominated by the menthol and cedar notes of oak, this medium-bodied Pinot features a modicum of cherry fruit and a tart, crisp finish.",,84,20.0,Western Australia,Western Australia,,Joe Czerwinski,@JoeCz,West Cape Howe 2007 Pinot Noir (Western Australia),Pinot Noir,West Cape Howe,#414286
102114,Australia,"Opening with an attractive buttery, leesy, toasty oak nose, this Chardonnay shows good fruit complexity, blending stone fruits, citrus and melon flavors against an appealing mineral-chalk element. Good mouthfeel and a lengthy finish complete the package.",,89,17.0,South Australia,Limestone Coast,,,,Stonehaven 1999 Chardonnay (Limestone Coast),Chardonnay,Stonehaven,#440154
102119,Australia,"Quite lively and solid, offering loads of black currant and bramble on the nose, and ripe dark fruit with smoky accents on the palate. The mouthfeel is supple, with a nice peppery tang, and it finishes well, with tart berry and licorice notes.",,88,9.0,Australia Other,South Eastern Australia,,,,Stonehaven 1998 Shiraz (South Eastern Australia),Shiraz,Stonehaven,#471669
102125,Australia,"This vintage of Rocky Gully Riesling comes across as quite ripe and rich despite the modest alcohol content. Smoky hints of struck flint and heating oil spice up flavors of baked apple and vanilla, then linger on the finish.",Rocky Gully,91,25.0,Western Australia,Frankland River,,Joe Czerwinski,@JoeCz,Frankland Estate 2014 Rocky Gully Riesling (Frankland River),Riesling,Frankland Estate,#443982
102169,Australia,"Passion fruit, melon and guava flood across the palate in waves of unnuanced tropical fruit. This is medium-bodied and plump in the mouth, with an almost juice-like feel.",Promised Land Unwooded,84,13.0,South Australia,South Australia,,Joe Czerwinski,@JoeCz,Wakefield 2016 Promised Land Unwooded Chardonnay (South Australia),Chardonnay,Wakefield,#440154
102176,Australia,"The Australian giant has reached across the Tasman to New Zealand for 7% of this wine, but it remains a simple, medium-bodied white dominated by citrus and wax bean aromas and flavors. Drink up.",,83,8.0,Australia Other,Australia-New Zealand,,Joe Czerwinski,@JoeCz,Yellow Tail NV Sauvignon Blanc (Australia-New Zealand),Sauvignon Blanc,Yellow Tail,#482172
102184,Australia,"Somewhat weedy on the nose; then shows a lot of overripe cherries on the palate, along with baking spices like clove and cinnamon. Soft and pleasantly chewy.",,86,24.0,Western Australia,Western Australia,,,,Sandalford 2000 Merlot (Western Australia),Merlot,Sandalford,#24848D
102193,Australia,"This wine could be the poster boy for Australian Chardonnay. The nectarine and peach aromas and flavors are coddled by a touch of vanilla and the entire package is soft, juicy and easy to drink. It's nothing fancy, just yummy weekday wine.",,86,8.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,Stonehaven 2001 Chardonnay (South Eastern Australia),Chardonnay,Stonehaven,#440154
102198,Australia,"Wow—talk about contrasts. The nose is way over the top, a grotesque parody of a butterscotch sundae. The finish is multilayered and complex, featuring echoes of toast and white peaches. In between is a somewhat neutral-tasting wine. You may love it or you may hate it—it's that kind of wine.",,85,25.0,Victoria,Yarra Valley,,Joe Czerwinski,@JoeCz,Arthur's Creek 1999 Chardonnay (Yarra Valley),Chardonnay,Arthur's Creek,#440154
102202,Australia,"This warm-climate Chard shows its origins in its ripe, sweet peach-nectar aromas, kissed with caramel and smoke. Weighty in the mouth—close to syrupy—then it finishes cleanly in a burst of tart, lime-like acidity.",,85,11.0,South Australia,Riverland,,Joe Czerwinski,@JoeCz,Salena Estate 2001 Chardonnay (Riverland),Chardonnay,Salena Estate,#440154
102203,Australia,"Leads off with dusty, nutty, sugary aromas, like the bottom of the bag of honey-roasted peanuts, but there's also hints of buttered toast, ripe pears and black pepper. Flavors are simpler—caramel and pineapple—and it's heavy on the palate.",Mount Barker,85,21.0,Western Australia,Western Australia,,Joe Czerwinski,@JoeCz,Plantagenet 1999 Mount Barker Chardonnay (Western Australia),Chardonnay,Plantagenet,#440154
102204,Australia,"From a cool-weather region, this tangy, slightly sharp Chardonnay aims at a Chablis style and almost pulls it off. Smells ripe, with pear and guava notes, but the palate is less so—grapefruit and lima-bean flavors prevail.",Unoaked,85,18.0,Victoria,Mornington Peninsula,,Joe Czerwinski,@JoeCz,Willow Creek 2001 Unoaked Chardonnay (Mornington Peninsula),Chardonnay,Willow Creek,#440154
102378,Australia,"This is a plush, rounded wine, lacking much edge or cut, yet concentrated and flavorful. Roasted hazelnuts and cashews frame creamy pineapple fruit, ending in soft ripples of citrus. Drink now.",Beginning Single Vineyard,87,25.0,South Australia,Adelaide Hills,,Joe Czerwinski,@JoeCz,The Lane 2014 Beginning Single Vineyard Chardonnay (Adelaide Hills),Chardonnay,The Lane,#440154
102428,Australia,"This is slightly plusher and more powerful than the similarly excellent 2010 Heytesbury, yet still retains an undeniable sense of finesse. Dried herbs and flowers mark the nose, while the flavors include black cherry, cassis and vanilla. On the finish, lingering fruit persists beyond the soft, mildly drying tannins. Drink now–2025.",Heytesbury,92,110.0,Western Australia,Margaret River,,Joe Czerwinski,@JoeCz,Vasse Felix 2011 Heytesbury Red (Margaret River),Bordeaux-style Red Blend,Vasse Felix,#1F938B
102430,Australia,"Fully mature, this is a medium-bodied, creamy-textured sparkling wine that could handle main-course duties. Notes of brioche dominate, filled out by hints of pineapple and citrus, followed by a lingering finish.",Pipers River Vintage Release Méthode Traditionnelle,92,40.0,Tasmania,Tasmania,,Joe Czerwinski,@JoeCz,Clover Hill 2007 Pipers River Vintage Release Méthode Traditionnelle  (Tasmania),Champagne Blend,Clover Hill,#30678D
102431,Australia,"Full bodied and richly textured, this is an approachable wine that should nonetheless drink well through at least 2025. Toasted coconut accents cassis and blackberry fruit, folding in hints of vanilla on the long, mouthwatering finish.",Phoenix,92,20.0,South Australia,Coonawarra,,Joe Czerwinski,@JoeCz,Penley Estate 2012 Phoenix Cabernet Sauvignon (Coonawarra),Cabernet Sauvignon,Penley Estate,#471163
102567,Australia,"Smells pure and citrusy, offering up scents of lemon curd, grapefruit zest and lime juice, then adds rounder melon notes on the palate, which is rather fat and shows a bit of alcohol. Zesty on the finish, but warm, too.",Jim Jim Unoaked,86,13.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Hugh Hamilton 2007 Jim Jim Unoaked Chardonnay (McLaren Vale),Chardonnay,Hugh Hamilton,#440154
102575,Australia,"An earthy, savory style, with just enough crisp blackberry and sour plum fruit to give it a sense of modernity. It's fairly full-bodied, finishing with a squirt of lemon juice and some dusty tannins.",,86,13.0,Western Australia,Margaret River,,Joe Czerwinski,@JoeCz,Howling Wolves 2004 Shiraz (Margaret River),Shiraz,Howling Wolves,#471669
102706,Australia,"This doesn't fit the current fashion in Australian Pinot Noir toward lightness and delicacy. Instead, it delivers rich and mellow flavors of black cherry, tinged with licorice, earth and moss. Drink it over the next several years.",,90,95.0,Victoria,Yarra Valley,,Joe Czerwinski,@JoeCz,Yarra Yering 2009 Pinot Noir (Yarra Valley),Pinot Noir,Yarra Yering,#414286
102707,Australia,"This is a full-bodied yet crisp and firmly tannic Cabernet that appears in need of further cellaring. A prominent eucalyptus character accents notes of cassis and espresso, while the finish is a bit tough and gritty at this stage. Try 2018–2025.",Mentor,90,38.0,South Australia,Barossa,,Joe Czerwinski,@JoeCz,Peter Lehmann 2008 Mentor Cabernet Sauvignon (Barossa),Cabernet Sauvignon,Peter Lehmann,#471163
103069,Australia,"Made in a restrained, perhaps age-worthy style, Leeuwin's 2008 Art Series Shiraz offers up cassis tinged with hints of mint and tobacco. The tannins are silky in texture, while the wine never strays past medium weight. Drink now–2020.",Art Series,89,35.0,Western Australia,Margaret River,,Joe Czerwinski,@JoeCz,Leeuwin Estate 2008 Art Series Shiraz (Margaret River),Shiraz,Leeuwin Estate,#471669
103141,Australia,"A step up from the other Syrahs in the 2008 Clarendon Hills' lineup, the Astralis is firmly tannic and should be long-lived. The masses of rich black-cherry fruit are amply framed by cedary oak without ever being overwhelmed, with the fruit persisting on the long finish. Try around 2018.",Astralis,94,225.0,South Australia,Clarendon,,Joe Czerwinski,@JoeCz,Clarendon Hills 2008 Astralis Syrah (Clarendon),Syrah,Clarendon Hills,#287A8E
103261,Australia,"Like all of the Yering Station Reserves, this one shows a healthy whack of new oak, but there's plenty of ripe cherry fruit to support the vanilla and cedar nuances. It's medium bodied, plump yet suave, with a long finish that echoes vanilla and spice. Drink now–2019.",Reserve,90,65.0,Victoria,Yarra Valley,,Joe Czerwinski,@JoeCz,Yering Station 2010 Reserve Pinot Noir (Yarra Valley),Pinot Noir,Yering Station,#414286
103295,Australia,"This Pinot Grigio is faintly coppery in color (trendy in some circles), with slightly floral and citrus overtones. It's modest in alcohol, but reasonably plump on the midpalate, delivering melon and apple-skin flavors before finishing crisp and refreshing. Drink now.",,87,17.0,South Australia,Adelaide Hills,,Joe Czerwinski,@JoeCz,Robert Oatley 2010 Pinot Grigio (Adelaide Hills),Pinot Grigio,Robert Oatley,#423D84
103313,Australia,"Already showing a bit of bricking, this is a full-bodied Shiraz that's a bit coarse in texture, with aromas and flavors of plum and brown sugar. The finish matches tart, zingy fruit with sweet, molasses-tinged oak. The individual components show promise, but it's tough to say if they will all come together in time.",Noble Baron,87,50.0,South Australia,Barossa,,Joe Czerwinski,@JoeCz,Château Tanunda 2008 Noble Baron Shiraz (Barossa),Shiraz,Château Tanunda,#471669
103323,Australia,"Light to medium in body and rather tart, with leather and dried cherry notes that are submerged under an excessively medicinal character.",Wine Lovers,82,15.0,New South Wales,Orange,,Joe Czerwinski,@JoeCz,Tamburlaine 2008 Wine Lovers Malbec (Orange),Malbec,Tamburlaine,#39B976
103335,Australia,"The wine looks a touch amber-like at the rim, with aromas of butterscotch and cracked pepper. The flavors carry a bruised-fruit character, and the wine seems a bit flabby on the palate. Not up to this project's usual high standards.",Lieu Dit Malakoff,82,30.0,Victoria,Pyrenees,,Joe Czerwinski,@JoeCz,Domaine Terlato & Chapoutier 2009 Lieu Dit Malakoff Viognier (Pyrenees),Viognier,Domaine Terlato & Chapoutier,#45347F
103376,Australia,"Hungerford Hill's vast array of wines includes this savory Shiraz, which features ample leather, tar, black olive and coffee flavors. It's fleshy and supple on the palate, with softly lingering tannins on the finish. Drink now–2017.",Fishcage,88,18.0,New South Wales,New South Wales,,Joe Czerwinski,@JoeCz,Hungerford Hill 2009 Fishcage Shiraz (New South Wales),Shiraz,Hungerford Hill,#471669
103420,Australia,"Coonawarra is Cabernet country, but this Chardonnay is a solid contender. Subtle toast and citrus aromas show admirable restraint, while there's ample weight and the flavors of pineapple and melon finish clean and citrusy.",Aradia,89,20.0,South Australia,Coonawarra,,Joe Czerwinski,@JoeCz,Penley Estate 2011 Aradia Chardonnay (Coonawarra),Chardonnay,Penley Estate,#440154
103534,Australia,"This Southern Hemisphere adventure from an Austrian winemaking family can turn out some interesting wines. In this case, it's a medium-bodied wine that's firm yet silky in feel, marrying cassis and tobacco leaf with subtle, balanced oak.",Finniss River Braeside Vineyard,91,35.0,South Australia,Fleurieu Peninsula,,Joe Czerwinski,@JoeCz,Salomon Estate 2013 Finniss River Braeside Vineyard Cabernet Sauvignon (Fleurieu Peninsula),Cabernet Sauvignon,Salomon Estate,#471163
103536,Australia,"this is a lovely effort and a great value from Sidewood in the Adelaide Hills. Grilled peaches provide the flesh, while a bright, citrusy note adds focus and length to this ripe, rich Chardonnay. Drink now–2020.",,91,18.0,South Australia,Adelaide Hills,,Joe Czerwinski,@JoeCz,Sidewood 2015 Chardonnay (Adelaide Hills),Chardonnay,Sidewood,#440154
103558,Australia,"D'Arenberg's Coppermine Cabernets are often tannic and austere upon release, so be warned should you decide to open one in the next year or two. The aromas and flavors are classic this year, seamlessly marrying cassis and cedar, but finishing dry, astringent and firm. Drink 2020–2030+.",The Coppermine Road,91,65.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,D'Arenberg 2013 The Coppermine Road Cabernet Sauvignon (McLaren Vale),Cabernet Sauvignon,D'Arenberg,#471163
103598,Australia,"Of all the various d'Arenberg Shiraz bottlings, this may be the silkiest in texture this vintage. It's still a full-bodied wine, filled with savory, earthy notes of black olive and espresso, but the finish stands apart for its length and suaveness. Drink now–2025.",The Other Side Single Vineyard,91,85.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,D'Arenberg 2010 The Other Side Single Vineyard Shiraz (McLaren Vale),Shiraz,D'Arenberg,#471669
103604,Australia,"Like so many of the 2010 Shirazes from South Australia, this is a terrific wine. It's full bodied and creamy in texture without going over the top, and the bold, oak-derived aromas of toast and vanilla ably frame flavors of black olive and plum. Already very drinkable, it should still be going strong in 2020.",Woodhenge,91,30.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Wirra Wirra 2010 Woodhenge Shiraz (McLaren Vale),Shiraz,Wirra Wirra,#471669
103676,Australia,"This medium- to full-bodied sparkler is pleasantly dry in style. Perhaps the bubbles accentuate the cedar, vanilla and baking spice aromas, but there's plenty of blackberry fruit to carry the palate and a long, dusty finish.",Generation Series Battle Axe Sparkling,90,30.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Mr. Riggs NV Generation Series Battle Axe Sparkling Shiraz (McLaren Vale),Shiraz,Mr. Riggs,#471669
103701,Australia,"A terrific deal, this is as varietally correct and rich a Viognier as you'll find for the price. Honeysuckle and apricot notes are carried by a slightly oily texture, yet the wine finishes long and elegantly. Vegan. Drink now.",The Y Series,90,12.0,South Australia,South Australia,,Joe Czerwinski,@JoeCz,Yalumba 2014 The Y Series Viognier (South Australia),Viognier,Yalumba,#45347F
103911,Australia,"This bottling is less ebullient than previous vintages, but that only makes it more appealing. It still has its hallmark blackberry, spice and cocoa shadings, they're just in better overall proportion and balanced by more of an earthy, savory streak. The tannins are ripe and silky, the fruit bright on the finish.",Jester,91,22.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Mitolo 2014 Jester Shiraz (McLaren Vale),Shiraz,Mitolo,#471669
103999,Australia,"A big but balanced Shiraz, Tatiarra's Cambrian Shiraz takes its name from the ancient rocks that underlie the vineyards. Black cherries, licorice and mineral notes finish long, picking up nuances of black olives. Drink now–2015, possibly longer.",Cambrian,92,56.0,Victoria,Heathcote,,,,Tatiarra 2005 Cambrian Shiraz (Heathcote),Shiraz,Tatiarra,#471669
104037,Australia,"This is a terrific Chardonnay at a great price, offering subtle notes of toasted grain upfront, followed by bright lemon-lime fruit and crisp acidity. It's medium-bodied, so it won't overpower whatever food you serve it with and the laser beam of citrusy acidity on the finish is wrapped in a gauzy sheath of pleasant nuttiness. Drink now–2020, possibly longer.",,92,21.0,Western Australia,Great Southern,,Joe Czerwinski,@JoeCz,Plantagenet 2014 Chardonnay (Great Southern),Chardonnay,Plantagenet,#440154
104047,Australia,"This partnership between the Rhône's Michel Chapoutier and his American importer seems remarkably consistent. Peppery clove aromas presage a medium-bodied, silky wine that combines spice with black olives on the midpalate. It's long, finely textured and espresso-tinged on the finish.",L- Block,92,60.0,Victoria,Pyrenees,,Joe Czerwinski,@JoeCz,Domaine Terlato & Chapoutier 2012 L- Block Shiraz (Pyrenees),Shiraz,Domaine Terlato & Chapoutier,#471669
104052,Australia,"At six years of age, this is just coming into its own. Hints of green fruit remain, tempered by notes of wet stone and toasted marshmallow, harbingers of the full maturity that will arrive in a few years. It's not as lean or edgy as it must've been as a young wine, but is rounding beautifully into form. Drink now–2025.",Vat 1,92,67.0,New South Wales,Hunter Valley,,Joe Czerwinski,@JoeCz,Tyrrell's 2011 Vat 1 Semillon (Hunter Valley),Sémillon,Tyrrell's,#2C728E
104053,Australia,"It's good to see this Margaret River stalwart return to the States. The 2015 DJL is a slightly nutty, toasty wine, plump and silky in texture. Pear, melon, vanilla and citrus notes finish long.",DJL,92,20.0,Western Australia,Margaret River,,Joe Czerwinski,@JoeCz,Xanadu 2015 DJL Chardonnay (Margaret River),Chardonnay,Xanadu,#440154
104074,Australia,"The 2015 vintage in Mornington yielded dark concentrated wines. This one is atypically (for the estate) full bodied and bold as a result, with plum and black-cherry fruit and hints of mint, sage and bay leaf. Long and a bit drying on the finish, it needs a couple of years to come into balance. Drink 2020–2030.",Estate,92,56.0,Victoria,Mornington Peninsula,,Joe Czerwinski,@JoeCz,Kooyong 2015 Estate Pinot Noir (Mornington Peninsula),Pinot Noir,Kooyong,#414286
104227,Australia,"This is a medium-bodied, richly textured Chardonnay that deserves a place on any table. Grilled pineapple and peach notes convey ripeness without excessive oak or weight, finishing long and plush. Drink now–2020.",Made With Organic Grapes,90,17.0,South Australia,South Australia,,Joe Czerwinski,@JoeCz,Yalumba 2015 Made With Organic Grapes Chardonnay (South Australia),Chardonnay,Yalumba,#440154
104234,Australia,"This juicy, medium-bodied Shiraz is filled with mouthwatering cherry-berry fruit. Some silky tannins provide structure, but this is much more about the here and now than any sort of cellaring. The fruit persists through the finish, joined by hints of herbs and bacon. Drink now–2020.",The Lodge Hill,90,20.0,South Australia,Clare Valley,,Joe Czerwinski,@JoeCz,Jim Barry 2014 The Lodge Hill Shiraz (Clare Valley),Shiraz,Jim Barry,#471669
104235,Australia,"It's been some time since Katnook last submitted samples, so it's reassuring to see that quality there remains high. This medium-bodied Cabernet boasts crisp acids and fine tannins, highlighting notes of red currants, olives and bay leaves. Drink now–2025.",Founder's Block,90,35.0,South Australia,Coonawarra,,Joe Czerwinski,@JoeCz,Katnook Estate 2014 Founder's Block Cabernet Sauvignon (Coonawarra),Cabernet Sauvignon,Katnook Estate,#471163
104236,Australia,"Free of restrictive appellation contrôlée regulations, Chapoutier's Australian team blends 85% Viognier and 15% Marsanne in this intense, concentrated white. Yellow plums and grilled pineapple notes aren't exceeding complex, but offer plenty of enjoyment, finishing ripe, rich and long. Drink now.",Mathilda,90,16.0,Victoria,Victoria,,Joe Czerwinski,@JoeCz,Tournon by Michel Chapoutier 2014 Mathilda White (Victoria),Rhône-style White Blend,Tournon by Michel Chapoutier,#4FC369
104382,Australia,"A unique blend of spice and blueberry sets this Shiraz apart from the pack, and it pulls away even further due to a lush, creamy texture and long, mouthcoating finish. There's great purity to the fruit, but enough peppery spice for complexity. Drink now–2016.",Single Vineyard,91,25.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Yangarra Estate Vineyard 2006 Single Vineyard Shiraz (McLaren Vale),Shiraz,Yangarra Estate Vineyard,#471669
104383,Australia,"The price keeps creeping up, but at least this is one Australian wine that consistently delivers vintage after vintage. The 2004 offers classic aromas of cassis, cinnamon and clove, with a touch of cracked pepper for good measure. It's full-bodied without going overboard, with a rich texture and a long, clean finish filled with complex spice notes. Good now, should be even better in 10 years.",Stonewell,91,90.0,South Australia,Barossa,,Joe Czerwinski,@JoeCz,Peter Lehmann 2004 Stonewell Shiraz (Barossa),Shiraz,Peter Lehmann,#471669
104424,Australia,"A different vintage from the odd-numbered ones surrounding it, 2014 yielded wines of less ripeness and intensity. Despite that, this is a fine effort, offering overtones of green peppercorns, dried spices and fresh herbs over tart pie-cherry and cranberry fruit. It's taut and focused, silky without being soft. Drink 2020–2030.",The Moorooduc McIntyre,91,65.0,Victoria,Mornington Peninsula,,Joe Czerwinski,@JoeCz,Moorooduc 2014 The Moorooduc McIntyre Pinot Noir (Mornington Peninsula),Pinot Noir,Moorooduc,#414286
104726,Australia,"There's a slightly scorched character to this wine that I had a tough time getting past. There's solid plummy fruit, but also recurring hints of freshly sawn lumber and burnt coffee. It's full bodied, with plenty of astringent tannins, so it might age past this current stage, and it's possible this rating could look stingy in a few years.",The Coppermine Road,86,65.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,D'Arenberg 2008 The Coppermine Road Cabernet Sauvignon (McLaren Vale),Cabernet Sauvignon,D'Arenberg,#471163
104772,Australia,"This easy-to-drink blend of 50% Shiraz, 35% Cabernet Sauvignon and 15% Petit Verdot starts off jammy, with black cherry liqueur and clove notes before settling down and developing some interesting peach and mocha nuances. The persistent finish, lined with velvety tannins, makes it stand out from the crowd. Best Buy. —J.C.",Scrubby Rise,87,10.0,South Australia,Fleurieu Peninsula,,Joe Czerwinski,@JoeCz,Wirra Wirra 2000 Scrubby Rise Red (Fleurieu Peninsula),Red Blend,Wirra Wirra,#3F4788
104775,Australia,"Shows nice complexity in its aromas of cherry, vanilla, soy sauce, leather and meat, then fills the mouth with supple cherry fruit that carries a hints of medicinal herbs. Finishes with tart cherries and a slight lactic note. —J.C.",,87,22.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Tatachilla 1999 Shiraz (McLaren Vale),Shiraz,Tatachilla,#471669
104778,Australia,"A tart, chalky finish suggests a couple years of cellaring would help this flavorful wine blossom because the other ingredients are already in place: Black pepper and eucalyptus   add complexity to the blackberry aromas and flavors. —J.C.",,87,27.0,Victoria,Rutherglen,,Joe Czerwinski,@JoeCz,Warrabilla 2000 Shiraz (Rutherglen),Shiraz,Warrabilla,#471669
104779,Australia,"This baby has aromas of just-picked ripe plums, boysenberries,and a peppery-chocolatey note that shows up on the palate. It's dry, clean and sharp, and it's a lot of fun. —S.H.",,87,10.0,Australia Other,South Eastern Australia,,,,Yangarra Park 2001 Shiraz (South Eastern Australia),Shiraz,Yangarra Park,#471669
104786,Australia,"What's nice about this wine is the acidity: It burns; it sparkles; it makes your mouth water and prepares it for yummy food. It's not all about fruit, oak and lees—a meal in itself. The flavors are of apples and peaches dusted with pepper and cinnamon. —S.H.",,87,9.0,Australia Other,South Eastern Australia,,,,Arunda 2000 Chardonnay (South Eastern Australia),Chardonnay,Arunda,#440154
104787,Australia,"Filled with bright, bouncy cherry-berry fruit and imbued with a slightly viscous mouthfeel, this fun, gulpable Shiraz won't break the bank. Its easygoing nature makes it worth having on hand for your next barbecue. —J.C.",Diamond Label,87,12.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,Rosemount 2001 Diamond Label Shiraz (South Eastern Australia),Shiraz,Rosemount,#471669
104868,Australia,"Full bodied and supple, this wine shows an interesting array of sensory notes for Barossa Shiraz, with notes ranging from espresso, tar, mint and green peppercorn to dark chocolate and blueberry. Finishes long and softly dusty, suggesting the ability to age through 2020, although it's very drinkable now.",The Château 100 Year Old Vines,93,100.0,South Australia,Barossa,,Joe Czerwinski,@JoeCz,Château Tanunda 2009 The Château 100 Year Old Vines Shiraz (Barossa),Shiraz,Château Tanunda,#471669
105041,Australia,"Prickly refers to the wine's texture, which is definitely lightly frizzante (spritzy). That helps boost the wine's aromas, making it perfumed and floral, even Muscat-like. It's light in body and slightly off dry, with notes of apricot, apple blossom and gingery spice. Drink now.",Prickly,87,11.0,Victoria,Alpine Valleys,,Joe Czerwinski,@JoeCz,Frisk 2015 Prickly Riesling (Alpine Valleys),Riesling,Frisk,#443982
105285,Australia,"Starts off a bit leathery and lacking fruit, but somewhere along the way raspberries start folding into the otherwise savory mix of leather and black olives. Medium in body, turning tart and tea-like on the finish. Drink now-2012.",d'Arry's Original,85,19.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,D'Arenberg 2005 d'Arry's Original Shiraz-Grenache (McLaren Vale),Shiraz-Grenache,D'Arenberg,#2D6E8E
105290,Australia,"Streamlined and tart, this is a citrusy version of Chardonnay that showcases unadorned lemon and pineapple flavors.",Single Vineyard Unoaked,85,15.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Yangarra Estate Vineyard 2007 Single Vineyard Unoaked Chardonnay (McLaren Vale),Chardonnay,Yangarra Estate Vineyard,#440154
105861,Australia,"As might be expected from winemaker Roman Bratasiuk, this is a full-bodied, rich Syrah, loaded with dark scents of roast coffee, blueberries and baking spices. Blueberry, menthol and spice flavors dominate the palate, finishing long. Despite the massive richness, there's plenty of elegance, too. Imported by Wine Brokers Unlimited.",Hickinbotham,93,110.0,South Australia,Clarendon,,Joe Czerwinski,@JoeCz,Clarendon Hills 2005 Hickinbotham Syrah (Clarendon),Syrah,Clarendon Hills,#287A8E
105866,Australia,"Already approachable, Mitolo's 2006 G.A.M. should nevertheless age 10–15 years. The aromas are slightly peppery and spicy, accented by hints of smoke, while the flavors are dark and savory, blending cedar, coffee, black olive and cola. The soft tannins amply frame the long, mouthwatering finish.",G.A.M.,92,50.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Mitolo 2006 G.A.M. Shiraz (McLaren Vale),Shiraz,Mitolo,#471669
105879,Australia,"Like all of the Clarendon Hills wines, this is packed with intensity. It's full-bodied, with soft tannins and a slightly low-acid, natural feel. Aromas of menthol and roasted meat are backed by hints of blackberry and licorice on the palate and a long, lingering finish. Drink now–2020. Imported by Wine Brokers Unlimited.",Piggott Range,92,165.0,South Australia,Clarendon,,Joe Czerwinski,@JoeCz,Clarendon Hills 2005 Piggott Range Syrah (Clarendon),Syrah,Clarendon Hills,#287A8E
